param1,param2,class
1.3858971747772997,-7.658733133165626,1
-3.980475393152461,-6.910316102691158,0
1.730757266239613,-9.597356920949943,1
3.9094794534870125,-0.8187969534324335,3
-0.024828701436075018,7.236420500342483,4
0.6870242198414628,7.93644506903556,4
0.41038105798120394,-8.003433954481649,1
-3.4272613896591175,-5.77652401251367,0
-3.3084796328496253,-6.190797024857986,0
-6.253872575637634,2.2534775164846472,2
-4.426275118321032,-4.057279905448686,0
-7.380337169515111,0.6798700401313528,2
0.05950276029200441,7.24120601737332,4
3.5767496648302703,-1.635508210562764,3
-3.137935202672647,-6.1784086241818805,0
-0.20856987747798067,7.439219044755464,4
3.321726449134311,-0.18904795092589755,3
-0.7266631480822816,6.5428291072916185,4
2.063726096073427,-0.21356901651877158,3
2.988980346563768,-2.75233383401537,3
-3.6553669663640322,-6.189036222767266,0
3.4819033706514357,-2.1949233289566936,3
-1.4523824613468101,-5.424354674373654,0
-1.8925938876666626,-7.578547992905793,0
-4.934621053896271,2.562241667024571,2
0.5815261096894898,8.13311237180351,4
1.586144103929756,-9.799985963593734,1
1.9277797647583799,-2.352202303096138,3
3.5967806724876175,-1.4687529817030394,3
-5.64547149927334,-0.6477896291608378,2
0.5349296204968703,7.832726044932587,4
1.0136215450050932,0.004784802031859492,3
-3.011579833377926,-6.854818213088272,0
-0.2532367040537812,6.815202594086762,4
2.9387562402589262,-2.115734901870245,3
-7.024436466110073,2.0996776542415816,2
1.6058762015028485,-8.379930138847797,1
-3.6958652959453553,-6.111488041705011,0
2.628077802471868,-0.566680973330634,3
-2.1456753052722197,-7.3959546479833405,0
-5.571534268375077,2.6575513549070564,2
-7.100168928097803,1.3929065061182053,2
-1.3390794100474535,6.092840893386762,4
0.26503340148875076,-7.838156373446962,1
0.3242225145842246,6.8483027510088945,4
-7.057879239694411,0.21225191251523734,2
-5.549781567080464,-6.363619854517649,0
-0.10097943629046194,7.389308052640118,4
0.6686089620206332,6.865949014144077,4
1.4485222005178429,-10.626120696590757,1
-4.680826197529932,-6.653265936060578,0
0.08530940142243104,5.839485112018902,4
-0.46155257522366666,8.148523266203682,4
2.5474914320381186,-7.698995750408787,1
-4.699855929890491,-7.6598276194069115,0
3.684441399104744,-1.627957484272602,3
0.5433664490356925,7.904197635136134,4
-0.03171227875997237,7.53660511931128,4
-6.174312293792601,1.3568160287381366,2
-5.433498297951502,2.195566497749455,2
-0.8682173527522943,7.51962749043673,4
-5.4165306283965355,0.5557754086453793,2
-1.5087932142045009,6.482953162728448,4
